,tweet_text,directed_at,sentiment,company,target,clean_tweet,hashtags,mentions
6205,RT @mention Just finished taking photos in the #Google photobooth! You know I heart you! #SXSW (@mention Maggie Mae's w/ 101 others) {link},Google,Positive emotion,Google,positive,rt just finished taking photos in the photobooth you know i heart you maggie mae's w 101 others link,#google #sxsw,@mention @mention
6206,RT @mention Just found out new mapquest iPhone app has turn-by-turn gps for free... Time to check it out and get reacquainted with mq #sxsw,iPad or iPhone App,Positive emotion,Apple,positive,rt just found out new mapquest iphone app has turn by turn gps for free time to check it out and get reacquainted with mq,#sxsw,@mention
6207,"RT @mention Just got a shiny new #iPad2 at #SXSW ? Discover new music with {link} (built in HTML5, not Flash - looks great on iPad)",iPad,Positive emotion,Apple,positive,rt just got a shiny new at discover new music with link built in html5 not flash looks great on ipad,#ipad2 #sxsw,@mention
6208,RT @mention Just had my 1st 27&quot; LCD cinema display FaceTime to IPad 2 FaceTime with @mention ... #sxsw bar in my living room lol!,Unknown,No emotion toward brand or product,Unknown,neutral,rt just had my 1st 27 quot lcd cinema display facetime to ipad 2 facetime with bar in my living room lol,#sxsw,@mention @mention
6209,"RT @mention Just in time for #SXSW, @mention has it's own NFC enabled google places door sticker!  {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt just in time for has it's own nfc enabled google places door sticker link,#sxsw,@mention @mention
6210,"RT @mention Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Other Google product or service,Positive emotion,Google,positive,rt just left tradeshow demo of at the google theatre ok i get it i see why all the presenters here are using it,#sxsw,@mention @mention
6211,RT @mention Just met three girls from the Apple iTunes Connect team @mention the iPhone developer meetup. Got 2 talk about how I would change iTC. #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,rt just met three girls from the apple itunes connect team the iphone developer meetup got 2 talk about how i would change itc,#sxsw,@mention @mention
6212,"RT @mention just ordered my ipad 2 and am excited to be at #SXSW, but it all seems silly with what's happening in japan right now.",Unknown,No emotion toward brand or product,Unknown,neutral,rt just ordered my ipad 2 and am excited to be at but it all seems silly with what's happening in japan right now,#sxsw,@mention
6213,RT @mention Just passed a homeless w a sign: 'Saving for Ipad 2' #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt just passed a homeless w a sign saving for ipad 2,#sxsw,@mention
6214,"RT @mention Just picked up my iPad 2, now back to #sxsw {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt just picked up my ipad 2 now back to link,#sxsw,@mention
6215,RT @mention Just posted my interview with @mention about the @mention story. That was really fun! {link} #AppSavvy #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt just posted my interview with about the story that was really fun link,#appsavvy #sxsw,@mention @mention @mention
6216,"RT @mention Just read that #apple will be at #SXSW selling iPad 2 on release day. Good lord, the vortex of smugness that day may be unbearable.",iPad,Negative emotion,Apple,negative,rt just read that will be at selling ipad 2 on release day good lord the vortex of smugness that day may be unbearable,#apple #sxsw,@mention
6217,RT @mention Just saw a preview of the new @mention iPad app. Awesome. #sxsw,iPad or iPhone App,Positive emotion,Apple,positive,rt just saw a preview of the new ipad app awesome,#sxsw,@mention @mention
6218,RT @mention Just saw someone take a picture with an iPad 2 for the first time. Looks as ridiculous as you'd expect. #sxsw #sightings,iPad,Negative emotion,Apple,negative,rt just saw someone take a picture with an ipad 2 for the first time looks as ridiculous as you'd expect,#sxsw #sightings,@mention
6219,so @mention just saved my iPhone - thanks guys! #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,so just saved my iphone thanks guys,#sxsw,@mention
6221,"RT @mention Just talked to Mike Tyson #SXSW about his new iPhone game, which lets you fight Pauly D and other celebs. {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt just talked to mike tyson about his new iphone game which lets you fight pauly d and other celebs link,#sxsw,@mention
6222,"RT @mention Just talked to Mike Tyson #SXSW about his new iPhone game, which lets you fight Pauly D and other celebs. More soon {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt just talked to mike tyson about his new iphone game which lets you fight pauly d and other celebs more soon link,#sxsw,@mention
6223,"RT @mention Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",iPad,Positive emotion,Apple,positive,rt just took a piss at the trade show ipad in one hand iphone in the other pissing i am kiiiiiilling it right now,#sxsw,@mention
6224,RT @mention Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,iPhone,Positive emotion,Apple,positive,rt just took a survey on iphone while in starbucks line got a free starbucks gift card instant research instant gratification,#sxsw #gsdm,@mention
6225,RT @mention Just took a survey on iPhone while in Starbucks line. Got free Sbux gift card. Instant research. Instant gratification. #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt just took a survey on iphone while in starbucks line got free sbux gift card instant research instant gratification,#sxsw,@mention
6226,RT @mention Just won an iPad 2 at #sxsw thanks to @mention #fxsw,iPad,Positive emotion,Apple,positive,rt just won an ipad 2 at thanks to,#sxsw #fxsw,@mention @mention
6227,RT @mention Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment,Unknown,No emotion toward brand or product,Unknown,neutral,rt kawasaki quot pagemaker saved apple quot oh those were the days,#sxsw #jwtatl #enchantment,@mention
6228,RT @mention keep up with new on #Japan quake from iPhone at #SXSW - NHK World TV Live  {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt keep up with new on quake from iphone at nhk world tv live link,#japan #sxsw,@mention
6229,RT @mention Khoi Vinh (@mention says Conde Nast's headlong rush into iPad publishing was a &quot;fundamental misunderstanding&quot; of the platform #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt khoi vinh says conde nast's headlong rush into ipad publishing was a quot fundamental misunderstanding quot of the platform,#sxsw,@mention @mention
6230,RT @mention Khoi Vinh (@mention says Conde Nast's rush into iPad publishing was a &quot;fundamental misunderstanding&quot; of the platform #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt khoi vinh says conde nast's rush into ipad publishing was a quot fundamental misunderstanding quot of the platform,#sxsw,@mention @mention
6231,"RT @mention Kicking it 80's style at the @mention party with @mention and @mention #SXSW
 {link} {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt kicking it 80's style at the party with and link link,#sxsw,@mention @mention @mention @mention
6232,RT @mention Kicking off Mingly #SXSW Apple TV a Day Giveaway! Register to win {link} #Winning,Unknown,No emotion toward brand or product,Unknown,neutral,rt kicking off mingly apple tv a day giveaway register to win link,#sxsw #winning,@mention
6233,"RT @mention Killer thought from @mention - if you are not paying for a service, it's probably you that is being sold (ref Google, TV ads etc)#sxsw #psfk",Unknown,No emotion toward brand or product,Unknown,neutral,rt killer thought from if you are not paying for a service it's probably you that is being sold ref google tv ads etc,#sxsw #psfk,@mention @mention
6234,RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt knitted staircase in attendance at party tomo 7pm hosted by amp link,#sxsw,@mention @mention @mention
6235,RT @mention Lack of collaboration &amp; opportunism RT @mention Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt lack of collaboration amp opportunism rt why has latin america not produced the next or,#latism #latam #sxsw,@mention @mention @mention @mention
6236,RT @mention Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,Unknown,Positive emotion,Unknown,positive,rt last day to get the austin iphone app for free link,#lp #travel #sxsw,@mention
6237,RT @mention Last month it was Discovr for iPad at #midem. This time it's Discovr for iPhone at #sxsw. Climbing the App Store charts! {link},iPad or iPhone App,Positive emotion,Apple,positive,rt last month it was discovr for ipad at this time it's discovr for iphone at climbing the app store charts link,#midem #sxsw,@mention
6238,"RT @mention Last year there was not a single iPad in public at #sxsw. Today, they're more common than laptops, and I haven't seen any android tablets.",Unknown,No emotion toward brand or product,Unknown,neutral,rt last year there was not a single ipad in public at today they're more common than laptops and i haven't seen any android tablets,#sxsw,@mention
6239,RT @mention Late night security guard at #sxsw popup Apple store {link},Unknown,Positive emotion,Unknown,positive,rt late night security guard at popup apple store link,#sxsw,@mention
6240,RT @mention LAX security had a few questions about my suitcase packed entirely with energy drinks and Apple wires. #SXSW #BlowingUp,Unknown,No emotion toward brand or product,Unknown,neutral,rt lax security had a few questions about my suitcase packed entirely with energy drinks and apple wires,#sxsw #blowingup,@mention
6241,RT @mention Learnt from @mention that there are more Google searches for Jesus than Star Wars but not by much #sxsw #allhat,Unknown,No emotion toward brand or product,Unknown,neutral,rt learnt from that there are more google searches for jesus than star wars but not by much,#sxsw #allhat,@mention @mention
6242,"RT @mention Leaving Austin and I sort of want to cry. I will always remember this week. My Adele/Fiona Apple mix is my only solace.

#StartupBus #SXSW",Unknown,No emotion toward brand or product,Unknown,neutral,rt leaving austin and i sort of want to cry i will always remember this week my adele fiona apple mix is my only solace,#startupbus #sxsw,@mention
6243,"RT @mention left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help.",Unknown,No emotion toward brand or product,Unknown,neutral,rt left my white iphone 4g in a cab in austin at internet please help,#sxsw,@mention
6244,RT @mention Length of Google penalty based on severity of breach of webmaster guidelines. i.e.white text on white bgr might get 30 day pen. #sxsw #qagb,Unknown,No emotion toward brand or product,Unknown,neutral,rt length of google penalty based on severity of breach of webmaster guidelines i e white text on white bgr might get 30 day pen,#sxsw #qagb,@mention
6245,RT @mention Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,iPad,Positive emotion,Apple,positive,rt less than 2 hours until we announce the details on the ipad 2 giveaway,#sxsw #sxswi,@mention
6246,RT @mention Less than half an hour and we'll tell you how to win an iPad 2!  RT this now! #SXSW #SXSWi,iPad,Positive emotion,Apple,positive,rt less than half an hour and we'll tell you how to win an ipad 2 rt this now,#sxsw #sxswi,@mention
6247,RT @mention Less than half an hour and we'll tell you how to win an iPad 2!  RT this now! #SXSW #SXSWi - you're not the boss of me!,Unknown,No emotion toward brand or product,Unknown,neutral,rt less than half an hour and we'll tell you how to win an ipad 2 rt this now you're not the boss of me,#sxsw #sxswi,@mention
6248,"RT @mention Let's see: Google announcing Circles, Obama in Austin, #SXSW donates proceeds to Japan. Ho hum",Unknown,No emotion toward brand or product,Unknown,neutral,rt let's see google announcing circles obama in austin donates proceeds to japan ho hum,#sxsw,@mention
6249,"RT @mention Life Online Podcast w/ @mention @mention @mention on Android security, #SXSW, #DickBar, IE6, &amp; iPad 2 {link} #LolShow",Unknown,No emotion toward brand or product,Unknown,neutral,rt life online podcast w on android security ie6 amp ipad 2 link,#sxsw #dickbar #lolshow,@mention @mention @mention @mention
6250,RT @mention Line @mention pop up? About 30 deep. Line @mention crossroads? Closer to 300. Big demand 4 Liz phair Sorry ipad2 #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,rt line pop up about 30 deep line crossroads closer to 300 big demand 4 liz phair sorry ipad2,#sxsw,@mention @mention @mention
6251,RT @mention Line at pop up Apple store in Austin. First person was here at 6 a.m.they have to wait until 5 p.m. #SXSW #ipad2  {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt line at pop up apple store in austin first person was here at 6 a m they have to wait until 5 p m link,#sxsw #ipad2,@mention
6252,RT @mention Line at popup Apple Store at 6th &amp; Congress still over a block long. #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt line at popup apple store at 6th amp congress still over a block long,#sxsw,@mention
6253,RT @mention Line at popup Apple Store at 6th &amp; Congress still over a block long. #sxsw // fucking Californians.,Unknown,No emotion toward brand or product,Unknown,neutral,rt line at popup apple store at 6th amp congress still over a block long fucking californians,#sxsw,@mention
6254,RT @mention Line for iPad 2 is longer today than yesterday. #SXSW  // are you getting in line again today just for fun?,Unknown,No emotion toward brand or product,Unknown,neutral,rt line for ipad 2 is longer today than yesterday are you getting in line again today just for fun,#sxsw,@mention
6255,"RT @mention Line for Source Code is even longer than for iPad 2. Take that, Apple. #sxsw",Apple,Negative emotion,Apple,negative,rt line for source code is even longer than for ipad 2 take that apple,#sxsw,@mention
6256,RT @mention Line is wrapping around the block for an iPad 2 again for a second day at #sxsw! {link},Unknown,Positive emotion,Unknown,positive,rt line is wrapping around the block for an ipad 2 again for a second day at link,#sxsw,@mention
6257,"RT @mention Line of ppl around the block. #sxsw party? No, Apple store! Insane!  {link}",Apple,Positive emotion,Apple,positive,rt line of ppl around the block party no apple store insane link,#sxsw,@mention
6258,RT @mention listening to @mention discuss new interaction paradigms in designing for the ipad #uxdes #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt listening to discuss new interaction paradigms in designing for the ipad,#uxdes #sxsw,@mention @mention
6259,"RT @mention Listening to marissa meyer, head of google social get grilled about JC Penney lol #sxsw",Unknown,No emotion toward brand or product,Unknown,neutral,rt listening to marissa meyer head of google social get grilled about jc penney lol,#sxsw,@mention
6260,RT @mention Live @mention the sxsw mobile accessibility session in room 8A: surprise guest Charles Chen is there answering questions about Android access.#sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt live the sxsw mobile accessibility session in room 8a surprise guest charles chen is there answering questions about android access,#sxsw,@mention @mention
6261,RT @mention Livetapp will be raffling off an iPad 2 at #SXSW - check-in (and tweet it) at any sxsw show and you'll be entered to win! #music #rewards,Unknown,No emotion toward brand or product,Unknown,neutral,rt livetapp will be raffling off an ipad 2 at check in and tweet it at any sxsw show and you'll be entered to win,#sxsw #music #rewards,@mention
6262,"RT @mention Location, location location ! {link} via @mention from #google during #sxsw",Unknown,No emotion toward brand or product,Unknown,neutral,rt location location location link via from during,#google #sxsw,@mention @mention
6264,"RT @mention Location, location, location! Listening to Melissa Mayer of Google. #SXSW #uosxsw",Unknown,No emotion toward brand or product,Unknown,neutral,rt location location location listening to melissa mayer of google,#sxsw #uosxsw,@mention
6265,RT @mention Lonely Planet releases free Austin city guide iPhone app for #SXSW. Like there aren't enough apps cluttering up your handset.,iPad or iPhone App,Negative emotion,Apple,negative,rt lonely planet releases free austin city guide iphone app for like there aren't enough apps cluttering up your handset,#sxsw,@mention
6266,RT @mention Lonely Planet's free guide to Austin: {link} iPhone #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt lonely planet's free guide to austin link iphone,#sxsw,@mention
6267,"RT @mention Longest line at #sxsw? The Apple Store, of course.  {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt longest line at the apple store of course link,#sxsw,@mention
6268,RT @mention Look everyone! Zomg @mention got an iPad 2 on the first day! #sxsw {link},iPad,Positive emotion,Apple,positive,rt look everyone zomg got an ipad 2 on the first day link,#sxsw,@mention @mention
6269,RT @mention Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw  #nfusion,Unknown,No emotion toward brand or product,Unknown,neutral,rt look for me at sxsw i'm the bearded guy in plaid on an iphone,#sxsw #nfusion,@mention
6270,"RT @mention Looking for a cool new #iPhone twitter app to track the action at #sxsw this week, check out {link} #tweetignite",iPad or iPhone App,Positive emotion,Apple,positive,rt looking for a cool new twitter app to track the action at this week check out link,#iphone #sxsw #tweetignite,@mention
6271,"RT @mention Looking for tech/mobile bloggers &amp; others to join iPad 2 panelist line up for #SXSW (Tues, 3:30) LMK!",Unknown,No emotion toward brand or product,Unknown,neutral,rt looking for tech mobile bloggers amp others to join ipad 2 panelist line up for tues 3 30 lmk,#sxsw,@mention
6272,RT @mention Looking fwd to iPad DJ @mention at our @mention After Dark party tonight. Great first day #SXSW! {link},iPad,Positive emotion,Apple,positive,rt looking fwd to ipad dj at our after dark party tonight great first day link,#sxsw,@mention @mention @mention
6273,RT @mention looks like google is publicly denying that &quot;circles&quot; will be presented at #sxsw today.,Unknown,No emotion toward brand or product,Unknown,neutral,rt looks like google is publicly denying that quot circles quot will be presented at today,#sxsw,@mention
6274,RT @mention Looks like this was a fun session at #SXSW: &quot;Mistakes Made Building Nextflix for iPhone&quot;: {link},iPad or iPhone App,Positive emotion,Apple,positive,rt looks like this was a fun session at quot mistakes made building nextflix for iphone quot link,#sxsw,@mention
6275,"RT @mention Looks very interesting RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,Positive emotion,Google,positive,rt looks very interesting rt google to launch major new social network called circles possibly today link,#sxsw,@mention @mention
6276,"RT @mention Lots of chatter around Google's new social network, Circles #SXSW -KEK",Unknown,No emotion toward brand or product,Unknown,neutral,rt lots of chatter around google's new social network circles kek,#sxsw,@mention
6277,RT @mention Lots of telecommuters &amp; co-workers in the room here.  Ppl using Skype &amp; Google docs a lot. #sxsw #looseorganizations,Unknown,No emotion toward brand or product,Unknown,neutral,rt lots of telecommuters amp co workers in the room here ppl using skype amp google docs a lot,#sxsw #looseorganizations,@mention
6278,RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Apple,positive,rt love it quot apple comes up with cool technology no one's ever heard of because they don't go to conferences quot,#sxsw,@mention @mention
6279,RT @mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because t... {link},Apple,Positive emotion,Apple,positive,rt love it at quot apple comes up with cool technology no one's ever heard of because t link,#sxsw,@mention @mention
6282,RT @mention Love that @mention set up a pop-up store (6th &amp; Congress) to deal with mass geek influx during ipad2 release #sxsw,iPad,Positive emotion,Apple,positive,rt love that set up a pop up store 6th amp congress to deal with mass geek influx during ipad2 release,#sxsw,@mention @mention
6283,RT @mention Machines are an extension of ourselves eg google goggles #sxwonderful #22sxsw #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt machines are an extension of ourselves eg google goggles,#sxwonderful #22sxsw #sxsw,@mention
6284,RT @mention make sure to stop by the smilebooth! RT @mention #GSDM &amp; #Google The Industry Party for #SXSW is on. And @mention is in the house.,Unknown,No emotion toward brand or product,Unknown,neutral,rt make sure to stop by the smilebooth rt amp the industry party for is on and is in the house,#gsdm #google #sxsw,@mention @mention @mention
6285,RT @mention Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake | thank YOU!,Unknown,No emotion toward brand or product,Unknown,neutral,rt make sure you are donating to the japanese red cross for link thank you,#japan #sxswcares #sxsw #quake,@mention
6286,"RT @mention Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",Google,Positive emotion,Google,positive,rt man google should launch circles at talk about striking while the iron is hot,#sxsw,@mention @mention @mention
6287,RT @mention Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,Unknown,Positive emotion,Unknown,positive,rt marc ecko launches app to autodial political change link,#sxsw #iphone #edreform #edtech #eduvc #fightthepaddle,@mention
6288,"RT @mention March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^",Unknown,No emotion toward brand or product,Unknown,neutral,rt march 11 austin tx will people line up at the registration or at the apple store,#sxsw,@mention
6289,"RT @mention Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK",Unknown,No emotion toward brand or product,Unknown,neutral,rt marissa mayer talks the future of google maps and discusses hotpot its answer to location based ratings and recommendations kek,#sxsw,@mention
6290,RT @mention Marissa Mayer: #Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #SXSW #SXSWi,Unknown,No emotion toward brand or product,Unknown,neutral,rt marissa mayer will connect the digital amp physical worlds through mobile link,#google #sxsw #sxswi,@mention
6291,RT @mention Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million MobileåÊUsers) {link} #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,rt marissa mayer 40 of google maps usage is mobile and there are 150 million mobile users link,#sxsw,@mention
6302,RT @mention Marissa Meyer about Google New concept &quot;The Power of Here&quot; {link} #SXSW #Google,Unknown,No emotion toward brand or product,Unknown,neutral,rt marissa meyer about google new concept quot the power of here quot link,#sxsw #google,@mention
6303,"RT @mention Mashable Weekend Recap: 19 Stories You May Have Missed - Twitter, android and #SXSW {link}",Unknown,No emotion toward brand or product,Unknown,neutral,rt mashable weekend recap 19 stories you may have missed twitter android and link,#sxsw,@mention
6304,RT @mention mashup on mobile with contextual information in the future by #Google by Marissa Mayer #sxsw #thefutureismobile #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt mashup on mobile with contextual information in the future by by marissa mayer,#google #sxsw #thefutureismobile #sxsw,@mention
6305,RT @mention Mayer making it clear that Google are going straight after foursquare &amp; gowalla with Google Hotpot. #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt mayer making it clear that google are going straight after foursquare amp gowalla with google hotpot,#sxsw,@mention
6307,RT @mention Mayer: I think about simplicity a lot at Google in developing products. #sxsw ^JR,Unknown,No emotion toward brand or product,Unknown,neutral,rt mayer i think about simplicity a lot at google in developing products jr,#sxsw,@mention
6308,RT @mention Me too. RT @mention Love it. #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,Apple,positive,rt me too rt love it quot apple comes up with cool technology no one's ever heard of because they don't go to conferences quot,#sxsw,@mention @mention
6309,RT @mention Media Circus: Guy walks out of Apple's popup store at #SXSW with 1st #iPad2 now. {link},Unknown,Positive emotion,Unknown,positive,rt media circus guy walks out of apple's popup store at with 1st now link,#sxsw #ipad2,@mention
6310,RT @mention Media Circus: Guy walks out of Apple's popup store at #SXSW with 1st #iPad2 now. In Austin at 6th &amp; Congress. {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt media circus guy walks out of apple's popup store at with 1st now in austin at 6th amp congress link,#sxsw #ipad2,@mention
6311,RT @mention Meet The Guy Who Bought The First iPad 2 At The #SXSW Apple Pop-Up Store {link} /by @mention,Unknown,No emotion toward brand or product,Unknown,neutral,rt meet the guy who bought the first ipad 2 at the apple pop up store link by,#sxsw,@mention @mention
6312,RT @mention MeetingWave iphone app's new version 1.5 {link} Submitting Android this week just before #SXSW Free downloads Please Retweet,Unknown,No emotion toward brand or product,Unknown,neutral,rt meetingwave iphone app's new version 1 5 link submitting android this week just before free downloads please retweet,#sxsw,@mention
6313,RT @mention Melissa Mayer of Google says credit card companies can predict a divorce with 98% accuracy based on spending patterns alone. #SXSW #guardian,Unknown,No emotion toward brand or product,Unknown,neutral,rt melissa mayer of google says credit card companies can predict a divorce with 98 accuracy based on spending patterns alone,#sxsw #guardian,@mention
6314,RT @mention Microsoft to launch IE9 at #SXSW: {link} Here you go @mention Maybe you can get MS to install on the  ipad :P,Unknown,No emotion toward brand or product,Unknown,neutral,rt microsoft to launch ie9 at link here you go maybe you can get ms to install on the ipad p,#sxsw,@mention @mention
6315,RT @mention Might need to go to Apple today.  I think my &quot;S&quot; &quot;X&quot; and &quot;W&quot; keys are worn out. #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt might need to go to apple today i think my quot s quot quot x quot and quot w quot keys are worn out,#sxsw,@mention
6316,12 trillion miles driven every year using @mention maps  - each day saving users 2 years in time wasted in traffic jams #SXSW,Unknown,No emotion toward brand or product,Unknown,neutral,12 trillion miles driven every year using maps each day saving users 2 years in time wasted in traffic jams,#sxsw,@mention
6317,RT @mention millions of dollars have been saved at one company through the adoption of google docs. incenticize your IT teams #evolvingworkplace #sxsw,Other Google product or service,Positive emotion,Google,positive,rt millions of dollars have been saved at one company through the adoption of google docs incenticize your it teams,#evolvingworkplace #sxsw,@mention
6318,RT @mention Mindjet is going to #SXSW and to celebrate we are giving away an iPad 2! Find out how to enter here: {link},iPad,Positive emotion,Apple,positive,rt mindjet is going to and to celebrate we are giving away an ipad 2 find out how to enter here link,#sxsw,@mention
6319,RT @mention Mingly Apple TV a Day Giveaway! Register to win at #SXSW #Winning {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt mingly apple tv a day giveaway register to win at link,#sxsw #winning,@mention
6320,RT @mention Miss the Battelle Interview About IPad 2 &amp;Social Media last week? Find it here [video] {link} #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt miss the battelle interview about ipad 2 amp social media last week find it here video link,#sxsw,@mention
6321,RT @mention Monthly value of user iOS $9.50. Android $7.20. Utility apps most valuable. #sxswEisner #sxsw,Unknown,No emotion toward brand or product,Unknown,neutral,rt monthly value of user ios 9 50 android 7 20 utility apps most valuable,#sxsweisner #sxsw,@mention
6322,RT @mention More #SXSW Awesomeness! Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive emotion,Apple,positive,rt more awesomeness apple is opening up a temporary store in downtown austin for and the ipad 2 launch link,#sxsw #sxsw,@mention
6323,"RT @mention More free #SXSW mp3 downloads, this time from iTunes: {link} #NPAC",Unknown,No emotion toward brand or product,Unknown,neutral,rt more free mp3 downloads this time from itunes link,#sxsw #npac,@mention
6324,RT @mention Morning everyone! Our iPad 2 giveaway for #sxsw closes v shortly! You just need to sign up at {link} to enter - go for it!,Unknown,No emotion toward brand or product,Unknown,neutral,rt morning everyone our ipad 2 giveaway for closes v shortly you just need to sign up at link to enter go for it,#sxsw,@mention
6325,RT @mention Mr Heavenly (aka the band w/ Michael Cera) ready to rock the Bat Bar at #sxsw. iPhone cameras de rigeur.,iPhone,Positive emotion,Apple,positive,rt mr heavenly aka the band w michael cera ready to rock the bat bar at iphone cameras de rigeur,#sxsw,@mention
6326,"RT @mention MT @mention If you were able to attend #sxsw or buy an iPad today, consider saving a few $$$ for earthquake relief. Just sayin.",Unknown,No emotion toward brand or product,Unknown,neutral,rt mt if you were able to attend or buy an ipad today consider saving a few for earthquake relief just sayin,#sxsw,@mention @mention
6327,RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link},Unknown,Positive emotion,Unknown,positive,rt must see app at quot bizzy quot link,#android #sxsw,@mention
6328,"RT @mention My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat rock it",Unknown,No emotion toward brand or product,Unknown,neutral,rt my confession using laptop ipad and blackberry to follow from afar to see rock it,#agnerd #sxsw #agchat,@mention
6330,"RT @mention My 1st #Billboard article: Apple, Spotify, Pandora: Tech Invades Austin @mention SXSWi 2011 {link} #SxSW",Unknown,No emotion toward brand or product,Unknown,neutral,rt my 1st article apple spotify pandora tech invades austin sxswi 2011 link,#billboard #sxsw,@mention @mention
6332,"RT @mention My exclusive Apple iPad 2 Review: More of the Same, but Still Better Than the Rest {link} #bnet #biz #ipad2 #apple #sxsw #ipad",iPad,Positive emotion,Apple,positive,rt my exclusive apple ipad 2 review more of the same but still better than the rest link,#bnet #biz #ipad2 #apple #sxsw #ipad,@mention
6333,RT @mention My first #SXSW blog post for the @mention Grand opening of the Apple popup store {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt my first blog post for the grand opening of the apple popup store link,#sxsw,@mention @mention
6334,RT @mention My informal unscientific observation is that #Apple is by far the computer of choice at #SXSW. Hands ... {link},Apple,Positive emotion,Apple,positive,rt my informal unscientific observation is that is by far the computer of choice at hands link,#apple #sxsw,@mention
6335,RT @mention My informal unscientific observation is that #Apple is by far the computer of choice at #SXSW. Hands down.  No contest.,Apple,Positive emotion,Apple,positive,rt my informal unscientific observation is that is by far the computer of choice at hands down no contest,#apple #sxsw,@mention
6336,RT @mention My post on Google/Bing Q/A with @mention @mention @mention on website ranking #SXSW #qagb {link},Unknown,No emotion toward brand or product,Unknown,neutral,rt my post on google bing q a with on website ranking link,#sxsw #qagb,@mention @mention @mention @mention
6337,"RT @mention My Twitter is full of people who are at #sxsw, buying the iPad 2, or doing both. At least my pity party is keeping me busy, I suppose...",Unknown,No emotion toward brand or product,Unknown,neutral,rt my twitter is full of people who are at buying the ipad 2 or doing both at least my pity party is keeping me busy i suppose,#sxsw,@mention
